0.168961,0.280467
0.168961,0.280467
0.170213,0.288815
0.171464,0.295492
0.173967,0.305509
0.175219,0.315526
0.176471,0.327212
0.177722,0.342237
0.180225,0.358932
0.181477,0.375626
0.183980,0.395659
0.186483,0.410684
0.188986,0.425710
0.193992,0.440735
0.196496,0.455760
0.202753,0.475793
0.205257,0.492487
0.209011,0.505843
0.210263,0.520868
0.211514,0.529215
0.214018,0.540902
0.216521,0.549249
0.219024,0.562604
0.224030,0.574290
0.229036,0.585977
0.235294,0.594324
0.239049,0.599332
0.242804,0.604341
0.250313,0.611018
0.262829,0.617696
0.275344,0.624374
0.286608,0.629382
0.292866,0.631052
0.296621,0.632721
0.300375,0.632721
0.304130,0.632721
0.306633,0.631052
0.312891,0.624374
0.319149,0.621035
0.322904,0.616027
0.330413,0.602671
0.334168,0.594324
0.336671,0.584307
0.341677,0.570952
0.345432,0.559265
0.347935,0.549249
0.350438,0.532554
0.351690,0.529215
0.354193,0.519199
0.354193,0.510851
0.355444,0.497496
0.359199,0.482471
0.360451,0.469115
0.360451,0.454090
0.361702,0.439065
0.362954,0.425710
0.366708,0.410684
0.367960,0.402337
0.369212,0.395659
0.370463,0.385643
0.372966,0.372287
0.375469,0.360601
0.377972,0.348915
0.379224,0.338898
0.380476,0.333890
0.381727,0.327212
0.382979,0.317195
0.386733,0.307179
0.392991,0.293823
0.397997,0.283806
0.401752,0.275459
0.408010,0.267112
0.415519,0.258765
0.421777,0.252087
0.429287,0.243740
0.436796,0.237062
0.441802,0.233723
0.448060,0.232053
0.453066,0.230384
0.456821,0.228715
0.458073,0.228715
0.461827,0.230384
0.468085,0.235392
0.474343,0.242070
0.480601,0.250417
0.484355,0.262104
0.489362,0.272120
0.493116,0.280467
0.496871,0.292154
0.498123,0.300501
0.501877,0.308848
0.503129,0.315526
0.504380,0.328881
0.506884,0.338898
0.508135,0.352254
0.508135,0.362270
0.509387,0.375626
0.509387,0.385643
0.509387,0.397329
0.509387,0.405676
0.509387,0.414023
0.510638,0.424040
0.510638,0.432387
0.509387,0.442404
0.509387,0.452421
0.509387,0.460768
0.509387,0.472454
0.509387,0.482471
0.509387,0.492487
0.508135,0.505843
0.508135,0.517529
0.508135,0.524207
0.508135,0.530885
0.508135,0.539232
0.508135,0.552588
0.508135,0.567613
0.508135,0.579299
0.508135,0.589316
0.508135,0.597663
0.508135,0.606010
0.508135,0.611018
0.510638,0.621035
0.511890,0.627713
0.513141,0.636060
0.516896,0.642738
0.521902,0.649416
0.525657,0.654424
0.529412,0.657763
0.531915,0.662771
0.535670,0.664441
0.538173,0.664441
0.543179,0.664441
0.546934,0.664441
0.549437,0.664441
0.550688,0.664441
0.551940,0.661102
0.556946,0.654424
0.560701,0.646077
0.565707,0.637730
0.568210,0.632721
0.569462,0.626043
0.571965,0.621035
0.574468,0.614357
0.578223,0.607679
0.581977,0.597663
0.584481,0.587646
0.588235,0.579299
0.589487,0.570952
0.590738,0.562604
0.591990,0.549249
0.594493,0.539232
0.598248,0.527546
0.599499,0.517529
0.602003,0.509182
0.603254,0.500835
0.604506,0.489149
0.605757,0.480801
0.609512,0.472454
0.610763,0.462437
0.612015,0.454090
0.613267,0.445743
0.614518,0.435726
0.618273,0.422371
0.620776,0.415693
0.622028,0.405676
0.625782,0.395659
0.628285,0.385643
0.633292,0.372287
0.635795,0.362270
0.638298,0.352254
0.642053,0.342237
0.644556,0.333890
0.649562,0.322204
0.654568,0.312187
0.660826,0.298831
0.665832,0.290484
0.672090,0.282137
0.677096,0.275459
0.682103,0.270451
0.684606,0.263773
0.688360,0.262104
0.690864,0.258765
0.692115,0.257095
0.694618,0.255426
0.695870,0.255426
0.697121,0.253756
0.698373,0.253756
0.700876,0.253756
0.702128,0.252087
0.703379,0.252087
0.704631,0.252087
0.707134,0.252087
0.713392,0.255426
0.715895,0.258765
0.719650,0.260434
0.722153,0.262104
0.724656,0.265442
0.727159,0.270451
0.728411,0.273790
0.730914,0.277129
0.730914,0.280467
0.732165,0.283806
0.734668,0.285476
0.735920,0.290484
0.735920,0.297162
0.737171,0.303840
0.738423,0.312187
0.738423,0.318865
0.739675,0.330551
0.740926,0.340568
0.743429,0.352254
0.743429,0.365609
0.744681,0.377295
0.745932,0.385643
0.747184,0.395659
0.747184,0.402337
0.749687,0.409015
0.750939,0.415693
0.750939,0.420701
0.750939,0.422371
0.752190,0.424040
0.752190,0.425710
0.752190,0.427379
0.752190,0.429048
0.752190,0.430718
0.752190,0.432387
0.752190,0.430718
0.749687,0.427379
0.748436,0.422371
0.748436,0.415693
0.747184,0.409015
0.747184,0.404007
0.747184,0.400668
0.745932,0.397329
0.745932,0.393990
0.744681,0.390651
0.744681,0.387312
0.744681,0.383973
0.743429,0.378965
0.743429,0.375626
0.743429,0.370618
0.743429,0.365609
0.743429,0.358932
0.743429,0.352254
0.743429,0.345576
0.743429,0.342237
0.743429,0.338898
0.743429,0.333890
0.743429,0.328881
0.743429,0.325543
0.743429,0.322204
0.743429,0.317195
0.742178,0.312187
0.740926,0.308848
0.740926,0.303840
0.739675,0.298831
0.739675,0.297162
0.738423,0.293823
0.737171,0.288815
0.735920,0.285476
0.735920,0.283806
0.735920,0.282137
0.734668,0.282137
0.733417,0.280467
0.730914,0.277129
0.729662,0.275459
0.728411,0.273790
0.727159,0.272120
0.727159,0.270451
0.724656,0.268781
0.723404,0.267112
0.720901,0.263773
0.718398,0.262104
0.717146,0.257095
0.715895,0.255426
0.714643,0.255426
0.714643,0.253756
0.713392,0.253756
0.708385,0.253756
0.705882,0.252087
0.703379,0.252087
0.702128,0.252087
0.700876,0.252087
0.699625,0.252087
0.697121,0.252087
0.693367,0.252087
0.690864,0.253756
0.687109,0.255426
0.685857,0.257095
0.683354,0.257095
0.679599,0.258765
0.677096,0.260434
0.674593,0.262104
0.672090,0.265442
0.669587,0.268781
0.667084,0.272120
0.665832,0.275459
0.665832,0.277129
0.664581,0.278798
0.664581,0.282137
0.663329,0.288815
0.663329,0.293823
0.662078,0.298831
0.662078,0.302170
0.659574,0.305509
0.659574,0.310518
0.659574,0.313856
0.658323,0.315526
0.658323,0.318865
0.658323,0.320534
0.657071,0.323873
0.655820,0.328881
0.654568,0.330551
0.654568,0.338898
0.653317,0.342237
0.652065,0.345576
0.650814,0.348915
0.649562,0.350584
0.648310,0.353923
0.647059,0.357262
0.644556,0.360601
0.642053,0.363940
0.640801,0.368948
0.638298,0.370618
0.637046,0.372287
0.635795,0.375626
0.634543,0.378965
0.633292,0.382304
0.632040,0.383973
0.630788,0.387312
